trade_id,entry_time,exit_time,duration_minutes,direction,entry_price,exit_price,stop_loss,take_profit,exit_reason,pnl,pnl_pct,risk_reward_achieved,max_profit_pct,max_loss_pct,candles_in_trade,position_size,commission,swap,net_pnl
T173,2024-01-03 23:30:00,2024-01-03 23:33:00,3.0,SELL,2053.848,2054.76,2055.07,2051.4039999999995,Early: EMA crossback,-0.91,-0.04,-0.75,0.04,-0.04,3,0.01,0,0,-0.91
T174,2024-01-03 23:33:00,2024-01-03 23:35:00,2.0,BUY,2054.762,2053.7,2053.0,2058.2860000000005,Early: EMA crossback,-1.06,-0.05,-0.6,0,-0.05,2,0.01,0,0,-1.06
T175,2024-01-03 23:35:00,2024-01-03 23:36:00,1.0,SELL,2053.698,2055.2400000000002,2055.2400000000002,2050.613999999999,SL hit,-1.54,-0.08,-1.0,0,-0.1,1,0.01,0,0,-1.54
T176,2024-01-03 23:36:00,2024-01-03 23:38:00,2.0,BUY,2055.662,2053.97,2053.46,2060.0659999999993,Early: EMA crossback,-1.69,-0.08,-0.77,0,-0.08,2,0.01,0,0,-1.69
T177,2024-01-03 23:38:00,2024-01-03 23:39:00,1.0,SELL,2053.968,2054.89,2055.1000000000004,2051.703999999999,Early: EMA crossback,-0.92,-0.04,-0.81,0,-0.04,1,0.01,0,0,-0.92
T178,2024-01-03 23:39:00,2024-01-03 23:40:00,1.0,BUY,2054.892,2053.59,2053.49,2057.696,Early: EMA crossback,-1.3,-0.06,-0.93,0,-0.06,1,0.01,0,0,-1.3
T179,2024-01-03 23:40:00,2024-01-03 23:43:00,3.0,SELL,2053.588,2054.96,2055.09,2050.5840000000003,Early: EMA crossback,-1.37,-0.07,-0.91,0.04,-0.07,3,0.01,0,0,-1.37
T180,2024-01-03 23:43:00,2024-01-03 23:45:00,2.0,BUY,2054.962,2057.4060000000004,2053.74,2057.4060000000004,TP hit,2.44,0.12,2.0,0.18,0,2,0.01,0,0,2.44
T181,2024-01-04 00:24:00,2024-01-04 00:49:00,25.0,SELL,2054.208,2049.97,2060.77,2041.0840000000003,Early: Price stalled for 10 candles,4.24,0.21,0.65,0.29,0,25,0.01,0,0,4.24
T182,2024-01-04 03:12:00,2024-01-04 03:17:00,5.0,BUY,2050.4519999999998,2053.9959999999996,2048.68,2053.9959999999996,TP hit,3.54,0.17,2.0,0.24,0,5,0.01,0,0,3.54
T183,2024-01-04 03:37:00,2024-01-04 03:38:00,1.0,SELL,2050.438,2051.08,2051.23,2048.8540000000003,Early: EMA crossback,-0.64,-0.03,-0.81,0,-0.03,1,0.01,0,0,-0.64
T184,2024-01-04 03:38:00,2024-01-04 03:41:00,3.0,BUY,2051.082,2050.0699999999997,2050.0699999999997,2053.106,SL hit,-1.01,-0.05,-1.0,0.04,-0.07,3,0.01,0,0,-1.01
T185,2024-01-04 03:41:00,2024-01-04 04:01:00,20.0,SELL,2049.738,2044.7139999999995,2052.25,2044.7139999999995,TP hit,5.02,0.25,2.0,0.27,-0.02,20,0.01,0,0,5.02
T186,2024-01-04 05:49:00,2024-01-04 05:50:00,1.0,BUY,2043.8719999999998,2043.05,2041.55,2048.5159999999996,Early: EMA crossback,-0.82,-0.04,-0.35,0,-0.04,1,0.01,0,0,-0.82
T187,2024-01-04 05:50:00,2024-01-04 05:51:00,1.0,SELL,2043.048,2043.88,2044.25,2040.644,Early: EMA crossback,-0.83,-0.04,-0.69,0,-0.04,1,0.01,0,0,-0.83
T188,2024-01-04 05:51:00,2024-01-04 06:01:00,10.0,BUY,2043.882,2046.45,2042.32,2047.0060000000003,Early: Price stalled for 10 candles,2.57,0.13,1.64,0.13,-0.02,10,0.01,0,0,2.57
T189,2024-01-04 08:38:00,2024-01-04 08:39:00,1.0,SELL,2059.0080000000003,2060.04,2061.82,2053.3840000000005,Early: EMA crossback,-1.03,-0.05,-0.37,0,-0.05,1,0.01,0,0,-1.03
T190,2024-01-04 08:39:00,2024-01-04 08:41:00,2.0,BUY,2060.042,2062.766,2058.68,2062.766,TP hit,2.72,0.13,2.0,0.26,0,2,0.01,0,0,2.72
T191,2024-01-04 09:29:00,2024-01-04 09:35:00,6.0,SELL,2066.638,2066.83,2069.3300000000004,2061.253999999999,Early: EMA crossback,-0.19,-0.01,-0.07,0.22,-0.01,6,0.01,0,0,-0.19
T192,2024-01-04 09:35:00,2024-01-04 09:37:00,2.0,BUY,2066.832,2070.756,2064.87,2070.756,TP hit,3.92,0.19,2.0,0.25,0,2,0.01,0,0,3.92
T193,2024-01-04 09:39:00,2024-01-04 09:41:00,2.0,SELL,2064.058,2067.3,2067.3,2057.5739999999996,SL hit,-3.24,-0.16,-1.0,0.02,-0.18,2,0.01,0,0,-3.24
T194,2024-01-04 09:41:00,2024-01-04 09:43:00,2.0,BUY,2067.682,2063.47,2063.23,2076.5859999999993,Early: EMA crossback,-4.21,-0.2,-0.95,0,-0.2,2,0.01,0,0,-4.21
T195,2024-01-04 09:43:00,2024-01-04 09:50:00,7.0,SELL,2063.468,2054.923999999999,2067.7400000000002,2054.923999999999,TP hit,8.54,0.41,2.0,0.47,-0.01,7,0.01,0,0,8.54
T196,2024-01-04 12:26:00,2024-01-04 12:28:00,2.0,BUY,2035.642,2034.89,2033.91,2039.106,Early: EMA crossback,-0.75,-0.04,-0.43,0.09,-0.04,2,0.01,0,0,-0.75
T197,2024-01-04 12:28:00,2024-01-04 12:29:00,1.0,SELL,2034.8880000000001,2035.53,2037.79,2029.0840000000005,Early: EMA crossback,-0.64,-0.03,-0.22,0,-0.03,1,0.01,0,0,-0.64
T198,2024-01-04 12:29:00,2024-01-04 12:31:00,2.0,BUY,2035.532,2037.8159999999996,2034.39,2037.8159999999996,TP hit,2.28,0.11,2.0,0.21,0,2,0.01,0,0,2.28
T199,2024-01-04 13:24:00,2024-01-04 13:31:00,7.0,SELL,2038.3980000000001,2033.3340000000003,2040.93,2033.3340000000003,TP hit,5.06,0.25,2.0,0.33,-0.05,7,0.01,0,0,5.06
T200,2024-01-04 14:10:00,2024-01-04 14:14:00,4.0,BUY,2032.132,2029.2,2029.2,2037.996,SL hit,-2.93,-0.14,-1.0,0.19,-0.23,4,0.01,0,0,-2.93
T201,2024-01-04 14:14:00,2024-01-04 14:27:00,13.0,SELL,2027.508,2011.564,2035.48,2011.564,TP hit,15.94,0.79,2.0,0.88,-0.07,13,0.01,0,0,15.94
T001,2024-01-01 03:44:00,2024-01-01 03:45:00,1.0,BUY,2028.302,2027.19,2026.41,2030.5723999999998,Early: EMA crossback,-1.11,-0.05,-0.59,0,-0.05,1,0.01,0,0,-1.11
T002,2024-01-01 03:45:00,2024-01-01 03:48:00,3.0,SELL,2027.188,2028.46,2028.46,2025.6616000000001,SL hit,-1.27,-0.06,-1.0,0,-0.07,3,0.01,0,0,-1.27
T003,2024-01-01 03:48:00,2024-01-01 03:49:00,1.0,BUY,2028.652,2027.2,2027.2,2030.3944000000001,SL hit,-1.45,-0.07,-1.0,0,-0.11,1,0.01,0,0,-1.45
T004,2024-01-01 03:49:00,2024-01-01 04:01:00,12.0,SELL,2026.328,2024.54,2028.85,2023.3016,Early: Price stalled for 10 candles,1.79,0.09,0.71,0.09,-0.04,12,0.01,0,0,1.79
T005,2024-01-01 05:37:00,2024-01-01 05:41:00,4.0,BUY,2018.942,2020.8164,2017.38,2020.8164,TP hit,1.87,0.09,1.2,0.1,0,4,0.01,0,0,1.87
T006,2024-01-01 05:41:00,2024-01-01 05:47:00,6.0,BUY,2020.892,2018.38,2018.38,2023.9064,SL hit,-2.51,-0.12,-1.0,0,-0.14,6,0.01,0,0,-2.51
T007,2024-01-01 05:47:00,2024-01-01 05:49:00,2.0,SELL,2018.028,2015.8536000000001,2019.84,2015.8536000000001,TP hit,2.17,0.11,1.2,0.17,-0.01,2,0.01,0,0,2.17
T008,2024-01-01 06:27:00,2024-01-01 06:30:00,3.0,BUY,2018.042,2015.22,2014.75,2021.9923999999999,Early: EMA crossback,-2.82,-0.14,-0.86,0,-0.14,3,0.01,0,0,-2.82
T009,2024-01-01 06:30:00,2024-01-01 06:41:00,11.0,SELL,2015.218,2012.3116000000002,2017.6399999999999,2012.3116000000002,TP hit,2.91,0.14,1.2,0.19,-0.07,11,0.01,0,0,2.91
T010,2024-01-01 06:50:00,2024-01-01 06:57:00,7.0,BUY,2017.3719999999998,2016.08,2015.8700000000001,2019.1743999999994,Early: EMA crossback,-1.29,-0.06,-0.86,0.06,-0.06,7,0.01,0,0,-1.29
T011,2024-01-01 06:57:00,2024-01-01 07:05:00,8.0,SELL,2016.078,2017.45,2018.8999999999999,2012.6916,Early: EMA crossback,-1.37,-0.07,-0.49,0.13,-0.07,8,0.01,0,0,-1.37
T012,2024-01-01 07:05:00,2024-01-01 07:09:00,4.0,BUY,2017.452,2015.46,2014.51,2020.9824,Early: EMA crossback,-1.99,-0.1,-0.68,0.03,-0.1,4,0.01,0,0,-1.99
T013,2024-01-01 07:09:00,2024-01-01 07:19:00,10.0,SELL,2015.458,2013.22,2019.26,2010.8956000000003,Early: Price stalled for 10 candles,2.24,0.11,0.59,0.11,-0.03,10,0.01,0,0,2.24
T014,2024-01-01 07:22:00,2024-01-01 07:32:00,10.0,BUY,2017.152,2017.11,2015.26,2019.4224000000002,Early: Price stalled for 10 candles,-0.04,-0.0,-0.02,0.08,-0.0,10,0.01,0,0,-0.04
T015,2024-01-01 07:34:00,2024-01-01 07:39:00,5.0,SELL,2015.198,2012.2556000000004,2017.6499999999999,2012.2556000000004,TP hit,2.94,0.15,1.2,0.16,-0.01,5,0.01,0,0,2.94
T016,2024-01-01 07:47:00,2024-01-01 07:51:00,4.0,BUY,2016.572,2018.4943999999998,2014.97,2018.4943999999998,TP hit,1.92,0.1,1.2,0.11,0,4,0.01,0,0,1.92
T017,2024-01-01 08:09:00,2024-01-01 08:19:00,10.0,SELL,2016.948,2009.5536000000004,2023.11,2009.5536000000004,TP hit,7.39,0.37,1.2,0.4,0,10,0.01,0,0,7.39
T018,2024-01-01 09:41:00,2024-01-01 09:46:00,5.0,BUY,2010.822,2007.66,2007.66,2014.6163999999997,SL hit,-3.16,-0.16,-1.0,0.02,-0.28,5,0.01,0,0,-3.16
T019,2024-01-01 09:46:00,2024-01-01 09:49:00,3.0,SELL,2005.108,1999.8375999999998,2009.5,1999.8375999999998,TP hit,5.27,0.26,1.2,0.28,0,3,0.01,0,0,5.27
T020,2024-01-01 09:56:00,2024-01-01 09:59:00,3.0,BUY,2009.3619999999999,2014.4883999999995,2005.0900000000001,2014.4883999999995,TP hit,5.13,0.26,1.2,0.36,0,3,0.01,0,0,5.13
T021,2024-01-01 11:28:00,2024-01-01 11:30:00,2.0,SELL,2019.558,2021.28,2025.8899999999999,2011.9596000000001,Early: EMA crossback,-1.72,-0.09,-0.27,0.01,-0.09,2,0.01,0,0,-1.72
T022,2024-01-01 11:30:00,2024-01-01 11:32:00,2.0,BUY,2021.282,2024.1403999999998,2018.9,2024.1403999999998,TP hit,2.86,0.14,1.2,0.16,0,2,0.01,0,0,2.86
T023,2024-01-01 11:38:00,2024-01-01 11:40:00,2.0,SELL,2020.9180000000001,2022.43,2022.43,2019.1036000000001,SL hit,-1.51,-0.07,-1.0,0,-0.14,2,0.01,0,0,-1.51
T024,2024-01-01 11:40:00,2024-01-01 11:46:00,6.0,BUY,2023.8419999999999,2027.3723999999995,2020.9,2027.3723999999995,TP hit,3.53,0.17,1.2,0.19,0,6,0.01,0,0,3.53
T025,2024-01-01 12:17:00,2024-01-01 12:18:00,1.0,SELL,2023.458,2023.67,2027.1299999999999,2019.0516000000002,Early: EMA crossback,-0.21,-0.01,-0.06,0,-0.01,1,0.01,0,0,-0.21
T026,2024-01-01 12:18:00,2024-01-01 12:19:00,1.0,BUY,2023.672,2024.2144,2023.22,2024.2144,TP hit,0.54,0.03,1.2,0.16,0,1,0.01,0,0,0.54
T027,2024-01-01 12:34:00,2024-01-01 12:37:00,3.0,SELL,2023.928,2022.2576000000004,2025.32,2022.2576000000004,TP hit,1.67,0.08,1.2,0.21,-0.03,3,0.01,0,0,1.67
T028,2024-01-01 12:46:00,2024-01-01 13:09:00,23.0,BUY,2026.972,2024.16,2019.98,2035.3624,Early: EMA crossback,-2.81,-0.14,-0.4,0.31,-0.14,23,0.01,0,0,-2.81
T029,2024-01-01 13:09:00,2024-01-01 13:11:00,2.0,SELL,2024.1580000000001,2028.01,2032.22,2014.4836000000003,Early: EMA crossback,-3.85,-0.19,-0.48,0.03,-0.19,2,0.01,0,0,-3.85
T030,2024-01-01 13:11:00,2024-01-01 13:13:00,2.0,BUY,2028.012,2024.69,2023.21,2033.7743999999998,Early: EMA crossback,-3.32,-0.16,-0.69,0,-0.16,2,0.01,0,0,-3.32
T031,2024-01-01 13:13:00,2024-01-01 13:15:00,2.0,SELL,2024.688,2027.12,2027.24,2021.6256000000003,Early: EMA crossback,-2.43,-0.12,-0.95,0.01,-0.12,2,0.01,0,0,-2.43
T032,2024-01-01 13:15:00,2024-01-01 13:29:00,14.0,BUY,2027.1219999999998,2030.6523999999995,2024.18,2030.6523999999995,TP hit,3.53,0.17,1.2,0.34,-0.09,14,0.01,0,0,3.53
T033,2024-01-01 13:31:00,2024-01-01 13:40:00,9.0,SELL,2023.988,2015.8496000000002,2030.77,2015.8496000000002,TP hit,8.14,0.4,1.2,0.44,0,9,0.01,0,0,8.14
T034,2024-01-01 13:48:00,2024-01-01 13:49:00,1.0,BUY,2026.492,2023.28,2019.9,2034.4023999999997,Early: EMA crossback,-3.21,-0.16,-0.49,0,-0.16,1,0.01,0,0,-3.21
T035,2024-01-01 13:49:00,2024-01-01 13:50:00,1.0,SELL,2023.278,2025.8,2027.53,2018.1756,Early: EMA crossback,-2.52,-0.12,-0.59,0,-0.12,1,0.01,0,0,-2.52
T036,2024-01-01 13:50:00,2024-01-01 13:51:00,1.0,BUY,2025.802,2029.0683999999997,2023.0800000000002,2029.0683999999997,TP hit,3.27,0.16,1.2,0.19,0,1,0.01,0,0,3.27
T037,2024-01-01 13:58:00,2024-01-01 13:59:00,1.0,SELL,2024.458,2025.62,2025.62,2023.0636000000004,SL hit,-1.16,-0.06,-1.0,0,-0.16,1,0.01,0,0,-1.16
T038,2024-01-01 13:59:00,2024-01-01 14:01:00,2.0,BUY,2027.682,2031.8484,2024.21,2031.8484,TP hit,4.17,0.21,1.2,0.3,0,2,0.01,0,0,4.17
T039,2024-01-01 16:34:00,2024-01-01 16:38:00,4.0,SELL,2067.088,2059.4896000000003,2073.42,2059.4896000000003,TP hit,7.6,0.37,1.2,0.4,0,4,0.01,0,0,7.6
T040,2024-01-01 16:51:00,2024-01-01 16:52:00,1.0,BUY,2068.212,2070.7704,2066.08,2070.7704,TP hit,2.56,0.12,1.2,0.15,0,1,0.01,0,0,2.56
T041,2024-01-01 16:55:00,2024-01-01 16:56:00,1.0,SELL,2066.478,2067.82,2068.02,2064.6276000000003,Early: EMA crossback,-1.34,-0.06,-0.87,0,-0.06,1,0.01,0,0,-1.34
T042,2024-01-01 16:56:00,2024-01-01 16:57:00,1.0,BUY,2067.822,2066.1499999999996,2066.1499999999996,2069.828400000001,SL hit,-1.67,-0.08,-1.0,0,-0.08,1,0.01,0,0,-1.67
T043,2024-01-01 16:57:00,2024-01-01 16:58:00,1.0,SELL,2066.088,2068.25,2068.25,2063.4936000000002,SL hit,-2.16,-0.1,-1.0,0,-0.21,1,0.01,0,0,-2.16
T044,2024-01-01 16:58:00,2024-01-01 17:01:00,3.0,BUY,2070.532,2076.1504000000004,2065.85,2076.1504000000004,TP hit,5.62,0.27,1.2,0.33,0,3,0.01,0,0,5.62
T045,2024-01-01 19:16:00,2024-01-01 19:19:00,3.0,SELL,2082.788,2086.56,2086.79,2077.9856,Early: EMA crossback,-3.77,-0.18,-0.94,0,-0.18,3,0.01,0,0,-3.77
T046,2024-01-01 19:19:00,2024-01-01 19:24:00,5.0,BUY,2086.562,2084.1699999999996,2084.1699999999996,2089.4324,SL hit,-2.39,-0.11,-1.0,0.08,-0.31,5,0.01,0,0,-2.39
T047,2024-01-01 19:24:00,2024-01-01 19:38:00,14.0,SELL,2080.148,2071.2416000000003,2087.57,2071.2416000000003,TP hit,8.91,0.43,1.2,0.62,-0.21,14,0.01,0,0,8.91
T048,2024-01-02 00:09:00,2024-01-02 00:29:00,20.0,BUY,2044.262,2042.11,2040.6100000000001,2048.6443999999997,Early: EMA crossback,-2.15,-0.11,-0.59,0.21,-0.11,20,0.01,0,0,-2.15
T049,2024-01-02 00:29:00,2024-01-02 00:30:00,1.0,SELL,2042.108,2043.3799999999999,2043.3799999999999,2040.5816,SL hit,-1.27,-0.06,-1.0,0,-0.13,1,0.01,0,0,-1.27
T050,2024-01-02 00:30:00,2024-01-02 00:40:00,10.0,BUY,2044.682,2048.4164,2041.57,2048.4164,TP hit,3.73,0.18,1.2,0.18,0,10,0.01,0,0,3.73
T051,2024-01-02 00:55:00,2024-01-02 00:58:00,3.0,SELL,2042.778,2043.33,2044.82,2040.3276,Early: EMA crossback,-0.55,-0.03,-0.27,0.04,-0.03,3,0.01,0,0,-0.55
T052,2024-01-02 00:58:00,2024-01-02 00:59:00,1.0,BUY,2043.3319999999999,2042.4,2040.82,2046.3464,Early: EMA crossback,-0.93,-0.05,-0.37,0,-0.05,1,0.01,0,0,-0.93
T053,2024-01-02 00:59:00,2024-01-02 01:00:00,1.0,SELL,2042.3980000000001,2040.9796000000003,2043.58,2040.9796000000003,TP hit,1.42,0.07,1.2,0.16,0,1,0.01,0,0,1.42
T054,2024-01-02 01:12:00,2024-01-02 01:14:00,2.0,BUY,2043.0919999999999,2041.75,2041.0800000000002,2045.5063999999995,Early: EMA crossback,-1.34,-0.07,-0.67,0.0,-0.07,2,0.01,0,0,-1.34
T055,2024-01-02 01:14:00,2024-01-02 01:19:00,5.0,SELL,2041.748,2043.4199999999998,2043.4199999999998,2039.7416000000003,SL hit,-1.67,-0.08,-1.0,0,-0.13,5,0.01,0,0,-1.67
T056,2024-01-02 01:19:00,2024-01-02 01:20:00,1.0,BUY,2044.462,2042.83,2042.1100000000001,2047.2843999999998,Early: EMA crossback,-1.63,-0.08,-0.69,0,-0.08,1,0.01,0,0,-1.63
T057,2024-01-02 01:20:00,2024-01-02 01:21:00,1.0,SELL,2042.828,2044.17,2044.82,2040.4376,Early: EMA crossback,-1.34,-0.07,-0.67,0,-0.07,1,0.01,0,0,-1.34
T058,2024-01-02 01:21:00,2024-01-02 01:25:00,4.0,BUY,2044.172,2046.0104,2042.64,2046.0104,TP hit,1.84,0.09,1.2,0.14,0,4,0.01,0,0,1.84
T059,2024-01-02 01:36:00,2024-01-02 01:50:00,14.0,SELL,2040.778,2042.95,2043.98,2036.9356,Early: EMA crossback,-2.17,-0.11,-0.68,0.04,-0.11,14,0.01,0,0,-2.17
T060,2024-01-02 01:50:00,2024-01-02 01:53:00,3.0,BUY,2042.952,2042.55,2041.93,2044.1784,Early: EMA crossback,-0.4,-0.02,-0.39,0.03,-0.02,3,0.01,0,0,-0.4
T061,2024-01-02 01:53:00,2024-01-02 01:54:00,1.0,SELL,2042.548,2041.2736000000002,2043.61,2041.2736000000002,TP hit,1.27,0.06,1.2,0.12,0,1,0.01,0,0,1.27
T062,2024-01-02 02:01:00,2024-01-02 02:06:00,5.0,BUY,2042.962,2041.88,2039.3500000000001,2047.2963999999997,Early: EMA crossback,-1.08,-0.05,-0.3,0.06,-0.05,5,0.01,0,0,-1.08
T063,2024-01-02 02:06:00,2024-01-02 02:08:00,2.0,SELL,2041.8780000000002,2044.32,2044.32,2038.9476000000004,SL hit,-2.44,-0.12,-1.0,0,-0.13,2,0.01,0,0,-2.44
T064,2024-01-02 02:08:00,2024-01-02 02:13:00,5.0,BUY,2044.482,2042.38,2042.38,2047.0043999999998,SL hit,-2.1,-0.1,-1.0,0.06,-0.12,5,0.01,0,0,-2.1
T065,2024-01-02 02:13:00,2024-01-02 02:18:00,5.0,SELL,2042.038,2043.53,2044.0,2039.6836,Early: EMA crossback,-1.49,-0.07,-0.76,0.05,-0.07,5,0.01,0,0,-1.49
T066,2024-01-02 02:18:00,2024-01-02 02:21:00,3.0,BUY,2043.532,2045.0823999999998,2042.24,2045.0823999999998,TP hit,1.55,0.08,1.2,0.08,0,3,0.01,0,0,1.55
T067,2024-01-02 02:22:00,2024-01-02 02:27:00,5.0,SELL,2042.528,2044.97,2045.35,2039.1416000000002,Early: EMA crossback,-2.44,-0.12,-0.87,0.08,-0.12,5,0.01,0,0,-2.44
T068,2024-01-02 02:27:00,2024-01-02 02:38:00,11.0,BUY,2044.972,2042.79,2042.13,2048.3824,Early: EMA crossback,-2.18,-0.11,-0.77,0.04,-0.11,11,0.01,0,0,-2.18
T069,2024-01-02 02:38:00,2024-01-02 02:40:00,2.0,SELL,2042.788,2041.7056,2043.69,2041.7056,TP hit,1.08,0.05,1.2,0.08,-0.01,2,0.01,0,0,1.08
T070,2024-01-02 02:42:00,2024-01-02 02:44:00,2.0,SELL,2040.678,2043.26,2043.26,2037.5796000000003,SL hit,-2.58,-0.13,-1.0,0,-0.15,2,0.01,0,0,-2.58
T071,2024-01-02 02:44:00,2024-01-02 02:49:00,5.0,BUY,2043.802,2042.82,2042.3600000000001,2045.5323999999996,Early: EMA crossback,-0.98,-0.05,-0.68,0.0,-0.05,5,0.01,0,0,-0.98
T072,2024-01-02 02:49:00,2024-01-02 02:50:00,1.0,SELL,2042.818,2041.9995999999999,2043.5,2041.9995999999999,TP hit,0.82,0.04,1.2,0.08,0,1,0.01,0,0,0.82
T073,2024-01-02 02:55:00,2024-01-02 02:57:00,2.0,BUY,2043.042,2041.99,2041.99,2044.3043999999998,SL hit,-1.05,-0.05,-1.0,0.04,-0.09,2,0.01,0,0,-1.05
T074,2024-01-02 02:57:00,2024-01-02 03:07:00,10.0,SELL,2041.178,2043.32,2044.62,2037.0476000000003,Early: EMA crossback,-2.14,-0.1,-0.62,0.02,-0.1,10,0.01,0,0,-2.14
T075,2024-01-02 03:07:00,2024-01-02 03:10:00,3.0,BUY,2043.322,2044.3683999999996,2042.45,2044.3683999999996,TP hit,1.05,0.05,1.2,0.09,0,3,0.01,0,0,1.05
T076,2024-01-02 03:14:00,2024-01-02 03:16:00,2.0,SELL,2042.718,2043.43,2043.96,2041.2276000000002,Early: EMA crossback,-0.71,-0.03,-0.57,0.02,-0.03,2,0.01,0,0,-0.71
T077,2024-01-02 03:16:00,2024-01-02 03:17:00,1.0,BUY,2043.432,2041.38,2041.38,2045.8944,SL hit,-2.05,-0.1,-1.0,0,-0.12,1,0.01,0,0,-2.05
T078,2024-01-02 03:17:00,2024-01-02 03:24:00,7.0,SELL,2040.958,2042.97,2043.8999999999999,2037.4276000000004,Early: EMA crossback,-2.01,-0.1,-0.68,0.07,-0.1,7,0.01,0,0,-2.01
T079,2024-01-02 03:24:00,2024-01-02 03:25:00,1.0,BUY,2042.972,2041.19,2040.1200000000001,2046.3944,Early: EMA crossback,-1.78,-0.09,-0.62,0,-0.09,1,0.01,0,0,-1.78
T080,2024-01-02 03:25:00,2024-01-02 03:28:00,3.0,SELL,2041.188,2042.93,2043.07,2038.9296000000004,Early: EMA crossback,-1.74,-0.09,-0.93,0.08,-0.09,3,0.01,0,0,-1.74
T081,2024-01-02 03:28:00,2024-01-02 03:29:00,1.0,BUY,2042.932,2042.12,2040.96,2045.2984,Early: EMA crossback,-0.81,-0.04,-0.41,0,-0.04,1,0.01,0,0,-0.81
T082,2024-01-02 03:29:00,2024-01-02 03:31:00,2.0,SELL,2042.118,2043.06,2043.06,2040.9876,SL hit,-0.94,-0.05,-1.0,0.02,-0.09,2,0.01,0,0,-0.94
T083,2024-01-02 03:31:00,2024-01-02 03:38:00,7.0,BUY,2044.002,2042.05,2041.6100000000001,2046.8723999999997,Early: EMA crossback,-1.95,-0.1,-0.82,0.09,-0.1,7,0.01,0,0,-1.95
T084,2024-01-02 03:38:00,2024-01-02 03:45:00,7.0,SELL,2042.048,2040.0176,2043.74,2040.0176,TP hit,2.03,0.1,1.2,0.15,0,7,0.01,0,0,2.03
T085,2024-01-02 07:53:00,2024-01-02 07:55:00,2.0,BUY,2019.8319999999999,2021.0463999999997,2018.82,2021.0463999999997,TP hit,1.21,0.06,1.2,0.09,-0.01,2,0.01,0,0,1.21
T086,2024-01-02 08:34:00,2024-01-02 08:36:00,2.0,SELL,2020.988,2016.6416000000002,2024.61,2016.6416000000002,TP hit,4.35,0.22,1.2,0.27,0,2,0.01,0,0,4.35
T087,2024-01-02 09:26:00,2024-01-02 09:27:00,1.0,BUY,2018.522,2016.77,2016.77,2020.6244,SL hit,-1.75,-0.09,-1.0,0,-0.22,1,0.01,0,0,-1.75
T088,2024-01-02 09:27:00,2024-01-02 09:31:00,4.0,SELL,2014.018,2008.2916,2018.79,2008.2916,TP hit,5.73,0.28,1.2,0.31,0,4,0.01,0,0,5.73
T089,2024-01-02 12:15:00,2024-01-02 12:16:00,1.0,BUY,1985.462,1983.99,1980.3300000000002,1991.6203999999998,Early: EMA crossback,-1.47,-0.07,-0.29,0,-0.07,1,0.01,0,0,-1.47
T090,2024-01-02 12:16:00,2024-01-02 12:19:00,3.0,SELL,1983.988,1985.7,1985.7,1981.9336,SL hit,-1.71,-0.09,-1.0,0.05,-0.15,3,0.01,0,0,-1.71
T091,2024-01-02 12:19:00,2024-01-02 12:29:00,10.0,BUY,1986.972,1991.5584,1983.15,1991.5584,TP hit,4.59,0.23,1.2,0.24,-0.0,10,0.01,0,0,4.59
T092,2024-01-02 13:07:00,2024-01-02 13:08:00,1.0,SELL,1988.178,1991.08,1993.1399999999999,1982.2236000000005,Early: EMA crossback,-2.9,-0.15,-0.58,0,-0.15,1,0.01,0,0,-2.9
T093,2024-01-02 13:08:00,2024-01-02 13:11:00,3.0,BUY,1991.0819999999999,1987.81,1987.21,1995.7283999999997,Early: EMA crossback,-3.27,-0.16,-0.85,0.07,-0.16,3,0.01,0,0,-3.27
T094,2024-01-02 13:11:00,2024-01-02 13:17:00,6.0,SELL,1987.808,1990.9,1993.04,1981.5296,Early: EMA crossback,-3.09,-0.16,-0.59,0.09,-0.16,6,0.01,0,0,-3.09
T095,2024-01-02 13:17:00,2024-01-02 13:24:00,7.0,BUY,1990.902,1988.4,1986.47,1996.2204000000002,Early: EMA crossback,-2.5,-0.13,-0.56,0.08,-0.13,7,0.01,0,0,-2.5
T096,2024-01-02 13:24:00,2024-01-02 13:25:00,1.0,SELL,1988.3980000000001,1989.83,1990.36,1986.0436000000004,Early: EMA crossback,-1.43,-0.07,-0.73,0,-0.07,1,0.01,0,0,-1.43
T097,2024-01-02 13:25:00,2024-01-02 13:28:00,3.0,BUY,1989.8319999999999,1989.03,1988.24,1991.7423999999996,Early: EMA crossback,-0.8,-0.04,-0.5,0.07,-0.04,3,0.01,0,0,-0.8
T098,2024-01-02 13:28:00,2024-01-02 13:29:00,1.0,SELL,1989.028,1986.6616000000001,1991.0,1986.6616000000001,TP hit,2.37,0.12,1.2,0.13,0,1,0.01,0,0,2.37
T099,2024-01-02 13:39:00,2024-01-02 13:41:00,2.0,BUY,1990.702,1987.54,1985.26,1997.2324,Early: EMA crossback,-3.16,-0.16,-0.58,0.02,-0.16,2,0.01,0,0,-3.16
T100,2024-01-02 13:41:00,2024-01-02 13:42:00,1.0,SELL,1987.538,1991.12,1991.12,1983.2396,SL hit,-3.58,-0.18,-1.0,0,-0.81,1,0.01,0,0,-3.58
T101,2024-01-02 13:42:00,2024-01-02 14:24:00,42.0,BUY,2003.562,1994.77,1987.0900000000001,2023.3283999999996,Early: EMA crossback,-8.79,-0.44,-0.53,0.68,-0.44,42,0.01,0,0,-8.79
